geometry_wkt,addr:street,highway
"LINESTRING (-97.3976052 27.7917483, -97.3975958 27.7919932, -97.3975792 27.7924288, -97.397561 27.7929046, -97.3975515 27.7932066, -97.3975177 27.7941721)",,secondary
"LINESTRING (-97.4127008 27.7478693, -97.4130211 27.7475161, -97.4130748 27.7473879, -97.4131231 27.7472075, -97.4131767 27.7471173, -97.413284 27.7470509, -97.4134127 27.7470556, -97.4140398 27.7472236)",,residential
"LINESTRING (-97.4110919 27.749467, -97.4127952 27.7479529)",,residential
"LINESTRING (-97.4230985 27.7191154, -97.4224143 27.7187802, -97.4219544 27.7185549)",,residential
"LINESTRING (-97.3073097 27.639748, -97.3083078 27.640237)",,residential
"LINESTRING (-97.4144538 27.7156867, -97.4155918 27.7162134)",,residential
"LINESTRING (-97.5729676 27.8317111, -97.5750799 27.8316232)",,residential
"LINESTRING (-97.6529549 27.8610472, -97.653148 27.860075, -97.6533143 27.8592924)",,residential
"LINESTRING (-97.5926158 27.8402967, -97.5954115 27.8421184)",,residential
"LINESTRING (-97.3741144 27.7010156, -97.3736702 27.7008096, -97.3729842 27.7005359, -97.3710385 27.6995627, -97.3696858 27.6989101, -97.3696473 27.698855, -97.3696603 27.6987774, -97.3699852 27.6982651)",,residential
"LINESTRING (-97.3927581 27.7098917, -97.3926209 27.7098549, -97.3924557 27.7098254, -97.3922603 27.7098116, -97.3914935 27.7098871, -97.3913465 27.7098857, -97.3911922 27.7098664, -97.391029 27.7098245, -97.3908768 27.7097783, -97.3896151 27.7091704, -97.3885713 27.7086432, -97.3882161 27.7084637, -97.3880363 27.708376, -97.3875925 27.7081594, -97.3874078 27.7080693, -97.3845825 27.7066907, -97.381769 27.7052475, -97.3810721 27.7048897, -97.3791166 27.7039288, -97.3789924 27.7038677, -97.3774844 27.7031267, -97.3766594 27.7027257, -97.3759352 27.7023738, -97.375752 27.7022848, -97.3755746 27.7021985, -97.3749927 27.7019157, -97.3747603 27.7018028, -97.3741937 27.7015281, -97.373888 27.7013789)",,tertiary
"LINESTRING (-97.3950392 27.7118502, -97.3949349 27.7118014, -97.3935415 27.7111142, -97.3934407 27.711048, -97.3933711 27.7109744, -97.3933361 27.7109265)",,tertiary
"LINESTRING (-97.4415627 27.7534461, -97.4415403 27.7507243, -97.4415231 27.7506278, -97.4414944 27.7505666, -97.4414417 27.7504888, -97.4412472 27.750359)",,residential
"LINESTRING (-97.4014848 27.7227301, -97.4021457 27.7216816)",,residential
"LINESTRING (-97.2345126 27.6008532, -97.2345829 27.6008685, -97.2348211 27.6008834, -97.2348728 27.6008717, -97.2349126 27.6008441, -97.2349284 27.6008001, -97.2349202 27.6007643, -97.2348845 27.6007307, -97.2348275 27.6007212, -97.2346323 27.6007866, -97.2345422 27.600825, -97.2345126 27.6008532, -97.2342143 27.6008853, -97.2331355 27.6008729, -97.2322667 27.6008833)",,residential
"LINESTRING (-97.3848874 27.7578468, -97.3866684 27.7569211)",,residential
"LINESTRING (-97.3978192 27.6633368, -97.3999267 27.6643848, -97.4007293 27.6647718, -97.4011914 27.6650057, -97.4018644 27.6653366, -97.4025497 27.6656746, -97.4031122 27.6659554, -97.4035232 27.6661593, -97.4037779 27.6662825, -97.4044805 27.666635, -97.4046021 27.6666964, -97.4047484 27.6667722, -97.4048803 27.6668516, -97.4050067 27.6669522, -97.4051203 27.667057, -97.4052558 27.6672175, -97.4053634 27.6673773, -97.4054229 27.6674979, -97.4054744 27.6676185, -97.4055145 27.6677736, -97.4055428 27.6679584, -97.4055494 27.6680444, -97.4055528 27.6681318, -97.4055456 27.668225, -97.405532 27.6683167, -97.4054865 27.6685017, -97.4054428 27.6686298, -97.4053265 27.6688518, -97.4052356 27.6689944, -97.4050323 27.6693139, -97.4047896 27.6696931, -97.4046855 27.6698559, -97.4043403 27.6704286, -97.4042419 27.6705846)",,tertiary
"LINESTRING (-97.3906076 27.6746462, -97.3900006 27.6743453, -97.38893 27.6738144, -97.388436 27.6735694, -97.3880267 27.6733661, -97.3878883 27.6732953, -97.3876577 27.6731171, -97.3870928 27.6725617, -97.386916 27.6723937, -97.3866332 27.6722081, -97.3863387 27.672057, -97.3861484 27.6719843, -97.3853888 27.6718919)",,residential
"LINESTRING (-97.37998 27.8321609, -97.3802247 27.8322708, -97.3807101 27.8324888, -97.3819964 27.8332099)",,residential
"LINESTRING (-97.2820205 27.6714295, -97.282123 27.671607, -97.2823944 27.6719694, -97.2825448 27.6721232, -97.2826348 27.6721856, -97.2827392 27.6722438, -97.2832643 27.6723979, -97.2834884 27.6724269)",,residential
"LINESTRING (-97.2999953 27.6402775, -97.3001149 27.6403373, -97.3035235 27.6420271)",,residential
"LINESTRING (-97.3986147 27.7917396, -97.3985436 27.7906048, -97.3985392 27.7903673, -97.3985492 27.790052, -97.3985423 27.7899129, -97.3985435 27.7898705)",,secondary
"LINESTRING (-97.3985683 27.7891053, -97.3985721 27.7886356, -97.3985732 27.7878868, -97.3985681 27.7873596, -97.3985582 27.7863369, -97.3984031 27.7845825, -97.3982959 27.7836658, -97.3982831 27.7835569, -97.3982433 27.783163, -97.3982647 27.7830538, -97.3983184 27.7829399, -97.3987059 27.7825709)",,secondary
"LINESTRING (-97.4505845 27.759382, -97.4514857 27.7593678, -97.452344 27.7593867)",,residential
"LINESTRING (-97.4786003 27.8019804, -97.4802217 27.8019788, -97.4806139 27.801975, -97.4823275 27.8019705)",,residential
"LINESTRING (-97.4767753 27.8022232, -97.4786024 27.8022185)",,residential
"LINESTRING (-97.4113773 27.7985128, -97.4113534 27.7990465)",,residential
"LINESTRING (-97.4113754 27.7965403, -97.4113599 27.7974037)",,residential
"LINESTRING (-97.4239807 27.7868194, -97.4239712 27.7860819, -97.4239811 27.7852138, -97.4239653 27.7844109, -97.4239357 27.7836109, -97.4239641 27.7827956, -97.423974 27.7815846, -97.4239528 27.7811234, -97.423941 27.7805517)",,residential
"LINESTRING (-97.3710819 27.735636, -97.3711681 27.7355822, -97.3715215 27.734991, -97.372042 27.734165, -97.3725016 27.7334196, -97.3727871 27.7330017, -97.3728258 27.732945, -97.3732031 27.7323926, -97.373414 27.7320838)",,residential
"LINESTRING (-97.4132837 27.7583877, -97.4114867 27.7575095, -97.4097057 27.756655)",,residential
"LINESTRING (-97.3675096 27.6828005, -97.3684797 27.6832751, -97.3689034 27.6834864)",,residential
"LINESTRING (-97.2842067 27.6654836, -97.2843274 27.665543, -97.2849594 27.6658541, -97.285252 27.6659981)",,residential
"LINESTRING (-97.3564674 27.6694216, -97.3563806 27.6693795, -97.3557126 27.6690553, -97.3555413 27.6689636, -97.3553799 27.6689005, -97.355175 27.6688753, -97.3550584 27.6688733, -97.3549651 27.6688717, -97.3547049 27.6688825, -97.354365 27.6688875, -97.3539887 27.6688931, -97.3538596 27.6688962, -97.3536095 27.6688937, -97.3535285 27.6688806, -97.3534382 27.6688661, -97.3532598 27.6688002, -97.3529134 27.6686199, -97.3528473 27.6685929, -97.3525546 27.6684454, -97.3521424 27.6682394, -97.351886 27.6681113, -97.3517552 27.6680787, -97.3516133 27.6681168, -97.3510034 27.6684522, -97.3509209 27.6684711)",,tertiary
"LINESTRING (-97.4078129 27.6973635, -97.4079014 27.6972271, -97.4079433 27.6971545, -97.4081694 27.6967633, -97.4087187 27.6961401, -97.4092251 27.6954866, -97.4096688 27.6947684, -97.4097929 27.6945392, -97.4098523 27.6943841, -97.4099102 27.6941825, -97.4099373 27.6938968, -97.4099338 27.693671, -97.4099022 27.6934879, -97.4097245 27.6930403, -97.4096616 27.692818, -97.4096401 27.6925774, -97.4096873 27.6922003, -97.4098002 27.6918918, -97.409815 27.691865, -97.409989 27.6915498, -97.4102322 27.6911555, -97.4105312 27.6906705, -97.4106503 27.6904738, -97.4108952 27.6900691, -97.4110566 27.6898133, -97.4114584 27.6891357, -97.4103963 27.6886143, -97.4104929 27.6884991, -97.4107062 27.6883255, -97.4110531 27.688127, -97.4122597 27.6875731, -97.4124486 27.6874971, -97.4126803 27.6874819, -97.4129721 27.6874819, -97.4133069 27.6875351, -97.4141778 27.6879605, -97.414306 27.6880224, -97.4145031 27.6881176, -97.4153174 27.688511, -97.4155335 27.6886154, -97.4161937 27.6889343)",,tertiary
"LINESTRING (-97.4051084 27.7540251, -97.4043305 27.7536026, -97.4035366 27.7532228, -97.4027158 27.7528335, -97.4025281 27.7526769, -97.4023671 27.7525487, -97.4020077 27.7523635, -97.4012245 27.7519837, -97.400436 27.7516229, -97.3996474 27.7512289, -97.3991637 27.7510107, -97.3986809 27.7508066, -97.3984288 27.7507686, -97.3981444 27.7507401, -97.3979245 27.7506879, -97.3977743 27.7506309, -97.3975812 27.750517, -97.3974363 27.7504031, -97.3961113 27.7484091, -97.3958377 27.748167)",,residential
"LINESTRING (-97.2349808 27.5964397, -97.2337229 27.5967737, -97.2325651 27.5970404, -97.2320406 27.5970731, -97.2316172 27.5970618, -97.2313072 27.597051, -97.2301251 27.5970229, -97.2295334 27.5969975)",,residential
"LINESTRING (-97.4119294 27.7048851, -97.4126322 27.7037549)",,residential
"LINESTRING (-97.3966983 27.7826979, -97.3966248 27.781817, -97.3961404 27.7806334, -97.3958872 27.7799561, -97.395569 27.779105, -97.3955433 27.7790394, -97.3953635 27.7785806, -97.3953465 27.7785372)",,residential
"LINESTRING (-97.2804916 27.6979907, -97.2804849 27.6981012, -97.2802312 27.6987763, -97.2794969 27.7007938)",,tertiary
"LINESTRING (-97.3946718 27.7758497, -97.394236 27.7748097, -97.3940697 27.7745582, -97.3939004 27.7743126, -97.393219 27.7733093)",,residential
"LINESTRING (-97.4308592 27.7711513, -97.4330201 27.7711622)",,residential
"LINESTRING (-97.418023 27.6898275, -97.4178731 27.6900735)",,residential
"LINESTRING (-97.2394131 27.6071185, -97.2368731 27.606015)",,residential
"LINESTRING (-97.3793971 27.6704202, -97.3780477 27.6697565)",,residential
"LINESTRING (-97.4101788 27.71076, -97.4099005 27.7106243, -97.4095862 27.710471, -97.4087113 27.7100444, -97.4076134 27.7094983, -97.4065461 27.7089659)",,tertiary
"LINESTRING (-97.42547 27.799604, -97.42847 27.801404, -97.42897 27.801704, -97.4290431 27.8019316)",,residential
"LINESTRING (-97.2215728 27.6237151, -97.2217994 27.6237725, -97.2219256 27.6237596, -97.2220429 27.6237476, -97.2221332 27.623739, -97.2228036 27.6236755, -97.223457 27.6236135, -97.2247067 27.6234967, -97.2248136 27.623501, -97.2258106 27.6239454, -97.2265609 27.6242692, -97.227304 27.6245903, -97.2280028 27.624884, -97.2280531 27.6249064, -97.2280834 27.6249232, -97.2281022 27.6249401)",,residential
"LINESTRING (-97.4272943 27.7506063, -97.4272144 27.7505682, -97.4241159 27.7490898)",,residential
"LINESTRING (-97.434296 27.7544093, -97.4341884 27.7543566, -97.4319327 27.753251, -97.4317561 27.7531861, -97.4315747 27.7531628, -97.4314679 27.7531793)",,residential
"LINESTRING (-97.6026157 27.8529582, -97.601674 27.8523318)",,residential
"LINESTRING (-97.37927 27.7248574, -97.3797042 27.7241434, -97.3810698 27.7219972, -97.3814507 27.7213324, -97.3819615 27.7205572)",,residential
"LINESTRING (-97.3836374 27.7186465, -97.38468 27.7169872)",,residential
"LINESTRING (-97.2751923 27.6771251, -97.2745783 27.6781054)",,residential
"LINESTRING (-97.5701773 27.8564602, -97.5702148 27.8573234)",,residential
"LINESTRING (-97.5726342 27.852756, -97.5721192 27.8533678, -97.5719905 27.8535623, -97.5718617 27.8538706, -97.5716525 27.8544445, -97.5715989 27.854582, -97.5715238 27.8547528, -97.5713789 27.8549757, -97.5709551 27.8556776, -97.5708425 27.85591, -97.5707298 27.8562562, -97.5706976 27.8564886)",,residential
"LINESTRING (-97.5975155 27.8376664, -97.5978206 27.8374325, -97.5980574 27.8371756, -97.5982891 27.8368782)",,residential
"LINESTRING (-97.3844756 27.6469527, -97.3834398 27.6464354, -97.3830268 27.6462292)",,residential
"LINESTRING (-97.5705498 27.8286145, -97.5705526 27.8297286, -97.5705577 27.8317584, -97.5705687 27.8333631, -97.5705769 27.8345611, -97.5705869 27.8360246, -97.5705832 27.8369529, -97.5705006 27.837079)",,residential
"LINESTRING (-97.4024129 27.7889443, -97.4025923 27.7898678, -97.4028729 27.7913724, -97.4029465 27.7916619, -97.4030467 27.7921165, -97.4030655 27.7923075, -97.4030733 27.7924822, -97.4030679 27.7933018)",,secondary
"LINESTRING (-97.3678497 27.6903213, -97.3678149 27.6904147, -97.3677034 27.6905781, -97.3675504 27.6908367, -97.3674998 27.6909835, -97.3674689 27.6911235, -97.3674635 27.6913186, -97.3674542 27.6914846, -97.3674154 27.691598, -97.3673338 27.691736, -97.3672746 27.6918451, -97.3667456 27.6927012)",,residential
"LINESTRING (-97.4131413 27.7110984, -97.4124187 27.7107514, -97.4128306 27.7100371, -97.413601 27.7088152)",,residential
"LINESTRING (-97.4106176 27.752957, -97.41096 27.7526454, -97.4111032 27.7524171, -97.4112023 27.7522733, -97.4118568 27.7516609, -97.4126132 27.7510628, -97.4128278 27.7507114, -97.4131386 27.7504595)",,residential
"LINESTRING (-97.4080212 27.7555157, -97.4083485 27.7549508, -97.4091263 27.7542482, -97.4098988 27.7535741, -97.4106176 27.752957)",,residential
"LINESTRING (-97.4080212 27.7555157, -97.4078825 27.7555673, -97.4077992 27.7556048, -97.4077013 27.7556928)",,residential
"LINESTRING (-97.4594236 27.722351, -97.4586283 27.7236907, -97.4582356 27.7243127, -97.457873 27.724932, -97.4575586 27.725544, -97.4574637 27.7259671, -97.4574921 27.7264491)",,residential
"LINESTRING (-97.5546803 27.8307551, -97.5549121 27.8309931, -97.5549889 27.8312063, -97.5549738 27.831535)",,residential
"LINESTRING (-97.4443998 27.7122737, -97.4450199 27.7113051)",,residential
"LINESTRING (-97.3948747 27.7480552, -97.3961228 27.7465177, -97.3975667 27.7448258, -97.3976408 27.7447889, -97.3977242 27.7447314)",,residential
"LINESTRING (-97.4133394 27.7791195, -97.413781 27.7791144, -97.413845 27.7791137, -97.4143469 27.7791078, -97.4146888 27.7791038, -97.4147776 27.7791028, -97.4148848 27.7791015, -97.4150835 27.7790992, -97.4156441 27.7790927, -97.4166101 27.7790786, -97.4172088 27.7790605)",,unclassified
"LINESTRING (-97.3814436 27.7578733, -97.3821755 27.7572339, -97.3829199 27.756582, -97.3836494 27.755982)",,residential
"LINESTRING (-97.3790219 27.7601771, -97.3791756 27.7601576, -97.3794637 27.760161, -97.3816766 27.7582451)",,residential
"LINESTRING (-97.3691507 27.67411, -97.369903 27.6739179)",,residential
"LINESTRING (-97.3690227 27.6737904, -97.3684952 27.6739177, -97.3682157 27.6740605, -97.3679668 27.6743174, -97.3675346 27.6749025, -97.3669024 27.6745958, -97.3651853 27.6737433, -97.3650693 27.6736857, -97.3647813 27.6736136, -97.3643685 27.6735984)",,residential
"LINESTRING (-97.5721283 27.8472152, -97.5720264 27.8477547, -97.5718484 27.8486968, -97.5717238 27.8493567, -97.5716954 27.849507, -97.5716364 27.8499766, -97.5716257 27.850375, -97.5716471 27.8507307, -97.5716954 27.8510722, -97.5717598 27.8513568, -97.5718456 27.851594, -97.5719476 27.8518453, -97.5721568 27.8522248, -97.5723928 27.8525378, -97.5726342 27.852756, -97.5728488 27.852903, -97.573058 27.8530121, -97.5736427 27.8531544, -97.5745761 27.8533868, -97.5754934 27.8535908, -97.5766253 27.853752)",,residential
"LINESTRING (-97.3798923 27.6918803, -97.3791419 27.6915109, -97.3786749 27.691281, -97.3780024 27.6909499, -97.3771967 27.6905524, -97.3760984 27.6900047, -97.3756584 27.6897853, -97.3751898 27.6895531, -97.3740896 27.6889996, -97.3737257 27.6888018)",,secondary
"LINESTRING (-97.4439541 27.7983039, -97.4423814 27.80134, -97.4423135 27.8013849)",,residential
"LINESTRING (-97.277529 27.6567654, -97.2775258 27.657072, -97.2775753 27.6573243, -97.2777015 27.6576378, -97.2779504 27.6579391, -97.2784154 27.6582535, -97.281096 27.6595657, -97.2816645 27.659844, -97.2820751 27.660045, -97.2846625 27.6613167, -97.285409 27.6616836, -97.286331 27.6621368, -97.2885511 27.6632156, -97.2894212 27.6636447, -97.2919947 27.6649221, -97.2924615 27.6651538, -97.2927898 27.6653168, -97.2935883 27.6657132, -97.29391 27.6658729, -97.2942152 27.6660244, -97.2944939 27.6661627, -97.2951915 27.666509, -97.2965405 27.6671786, -97.2979461 27.6678783, -97.2980437 27.6679255, -97.2986737 27.6682379, -97.3005567 27.6691738)",,secondary
"LINESTRING (-97.4710123 27.7811505, -97.47102 27.7810842, -97.4710272 27.7810279, -97.470976 27.7787076, -97.47097 27.778205)",,residential
"LINESTRING (-97.4710768 27.7856706, -97.4710751 27.7855368, -97.4710651 27.7833417, -97.4710543 27.782884, -97.4710255 27.782798)",,residential
"LINESTRING (-97.3733032 27.7218665, -97.3736401 27.7212802, -97.3737634 27.7211424, -97.3740853 27.720943, -97.3751153 27.7204016, -97.3755927 27.7201642, -97.3757429 27.7200407, -97.376097 27.7194709, -97.3765154 27.7188298, -97.3783432 27.7159127, -97.3790259 27.7148193, -97.3783339 27.7144656)",,residential
"LINESTRING (-97.3701384 27.7274602, -97.371543 27.7252113, -97.3735306 27.7219795)",,residential
"LINESTRING (-97.3765154 27.7188298, -97.3773254 27.7192097)",,residential
"LINESTRING (-97.3533312 27.6596876, -97.3525612 27.6593189, -97.3514535 27.6587511, -97.3500896 27.6580752)",,residential
"LINESTRING (-97.354024 27.6796118, -97.3523778 27.6787906, -97.3521252 27.6787878, -97.3517363 27.67895, -97.35154 27.6791152, -97.3514224 27.6792854)",,residential
"LINESTRING (-97.6011839 27.8509011, -97.6018014 27.8508077)",,residential
"LINESTRING (-97.2827064 27.6701678, -97.2826543 27.6703617, -97.28264 27.6705524, -97.2826896 27.6707082, -97.2827452 27.6708541)",,residential
"LINESTRING (-97.274413 27.6813059, -97.275715 27.6791851, -97.2764233 27.6780478, -97.2767667 27.6774871, -97.2768398 27.6773678, -97.2773985 27.6764877, -97.2775059 27.6763108, -97.278375 27.6748896, -97.2789502 27.6739659, -97.2796043 27.6731097)",,secondary
"LINESTRING (-97.4548747 27.7685889, -97.4551402 27.7693158, -97.4552011 27.7694932)",,residential
"LINESTRING (-97.4216193 27.7682636, -97.4242103 27.7695362, -97.4249447 27.7697145, -97.4258068 27.770121, -97.4259635 27.7701929, -97.4267338 27.7705463, -97.427644 27.771006, -97.4282933 27.7713142, -97.4285495 27.771438, -97.4286625 27.771546)",,residential
"LINESTRING (-97.5872901 27.8406979, -97.5892828 27.8424267, -97.5894363 27.8424779, -97.5896804 27.8425002, -97.59001 27.842687, -97.5928009 27.8444924)",,residential
"LINESTRING (-97.4329695 27.7997572, -97.4314034 27.8020228)",,residential
"LINESTRING (-97.3961529 27.6880236, -97.3962188 27.6877566, -97.3961859 27.6876659)",,residential
"LINESTRING (-97.4239614 27.771283, -97.4248798 27.771731, -97.4257687 27.772132, -97.42667 27.772605, -97.4275193 27.773031)",,residential
"LINESTRING (-97.3954906 27.7914886, -97.3953475 27.7919259)",,primary
"LINESTRING (-97.4016688 27.7167557, -97.399482 27.7156635, -97.3993188 27.7155996, -97.3991396 27.7155485, -97.3990164 27.7155375, -97.3988325 27.7155444, -97.3986533 27.7155674, -97.3984839 27.7155936, -97.3982938 27.7156074, -97.3981561 27.7156079, -97.3980117 27.7155973, -97.3978522 27.7155839, -97.397703 27.7155642, -97.3975248 27.7155163, -97.3973233 27.7154414, -97.395834 27.7147108, -97.3957462 27.7146799, -97.395647 27.7146477, -97.394421 27.7140483)",,residential
"LINESTRING (-97.3848589 27.6958639, -97.3847236 27.6958937, -97.3845801 27.695889, -97.3844513 27.6958581, -97.3836031 27.6954476, -97.3831409 27.6952132, -97.3824371 27.694628, -97.3822217 27.6944133, -97.3817247 27.6940656)",,residential
"LINESTRING (-97.235519 27.5938736, -97.2355304 27.5931236)",,residential
"LINESTRING (-97.3402161 27.6805558, -97.3388605 27.6827197, -97.3388058 27.6828034, -97.3385509 27.6832139, -97.338368 27.6835058, -97.3382281 27.6837291, -97.3375023 27.6848876, -97.33746 27.6849551, -97.3373468 27.6851358, -97.3370104 27.6856729, -97.3368741 27.6858847, -97.3362723 27.6868482, -97.3362449 27.686892)",,residential
"LINESTRING (-97.2331061 27.5810984, -97.2323402 27.5808493, -97.2315743 27.5806061)",,residential
"LINESTRING (-97.4167008 27.7780789, -97.4172179 27.7771991, -97.4177842 27.7763281, -97.418244 27.7754461, -97.4188838 27.774405)",,residential
"LINESTRING (-97.3637527 27.6710779, -97.3639106 27.6707824, -97.3639899 27.67041, -97.36407 27.6691369)",,residential
"LINESTRING (-97.417504 27.6858478, -97.4198729 27.6869802)",,residential
"LINESTRING (-97.2316115 27.5841373, -97.232222 27.5836773, -97.2328364 27.5832183, -97.2330975 27.5830101, -97.2332565 27.5827723, -97.2341256 27.5806717)",,residential
"LINESTRING (-97.3963159 27.6817, -97.3950285 27.6810768, -97.3947171 27.681025, -97.3933033 27.6808943, -97.3931831 27.6809247, -97.3930715 27.6809779, -97.3930115 27.6810464, -97.3929686 27.681168, -97.3929211 27.6816175)",,residential
"LINESTRING (-97.4071744 27.7079703, -97.4036897 27.7062453)",,residential
"LINESTRING (-97.403282 27.7649814, -97.403569 27.765406, -97.4038131 27.765589, -97.4041618 27.7657931, -97.4056991 27.7665285, -97.4058795 27.7666148, -97.4068708 27.767089, -97.4076905 27.7675098)",,secondary
"LINESTRING (-97.2990975 27.6481167, -97.2998351 27.6484873, -97.3013324 27.6492205, -97.3014315 27.6493188)",,residential
"LINESTRING (-97.3992954 27.6570612, -97.3994045 27.6570737, -97.400004 27.6571407, -97.4000413 27.6571569, -97.400061 27.657176, -97.400076 27.6572028, -97.4000814 27.6572296, -97.4000718 27.6572526, -97.4000511 27.6572727, -97.4000233 27.6572858, -97.3999922 27.6572875, -97.3993867 27.6572215, -97.3992727 27.6572103)",,residential
"LINESTRING (-97.4199683 27.6770245, -97.419786 27.6768547, -97.4195634 27.6766696, -97.4193516 27.6765021, -97.419128 27.6763486)",,residential
"LINESTRING (-97.4621151 27.7253968, -97.4586283 27.7236907)",,residential
"LINESTRING (-97.4736015 27.7908511, -97.4741335 27.7904522, -97.4743227 27.790313, -97.4746214 27.7901255, -97.4748497 27.7900245, -97.4749742 27.7899791, -97.4752416 27.7898969, -97.4754717 27.7898023)",,residential
"LINESTRING (-97.5287804 27.8218429, -97.528783 27.8217297, -97.5287774 27.8216613, -97.528751 27.8215181, -97.5287102 27.8213052)",,residential
"LINESTRING (-97.406151 27.6788357, -97.4067385 27.6779276)",,residential
"LINESTRING (-97.3948086 27.6802697, -97.3941342 27.6802099)",,residential
"LINESTRING (-97.4158553 27.7082736, -97.4162381 27.7076055, -97.416803 27.706722, -97.4169417 27.7065976, -97.4171571 27.7065005, -97.4174649 27.7063822, -97.417617 27.7062182)",,residential
"LINESTRING (-97.398388 27.6834371, -97.3982143 27.6837453)",,residential
"LINESTRING (-97.2886798 27.6758414, -97.2889838 27.6753286, -97.2894518 27.6745262, -97.289967 27.673711, -97.2906746 27.6726083)",,residential
"LINESTRING (-97.4130033 27.703932, -97.4132137 27.7034525)",,residential
"LINESTRING (-97.435582 27.7925191, -97.4363677 27.7929262, -97.4371609 27.7933373, -97.4379577 27.7937502)",,residential
"LINESTRING (-97.379119 27.6722867, -97.378237 27.6736709)",,residential
"LINESTRING (-97.3554422 27.6752024, -97.3550409 27.6758468, -97.3545775 27.6765386)",,residential
"LINESTRING (-97.6040646 27.8512377, -97.603136 27.8506258)",,residential
"LINESTRING (-97.5359042 27.8117832, -97.5367946 27.8117737, -97.5371272 27.8118022, -97.537771 27.811903, -97.5378837 27.8119183, -97.5386469 27.8120221, -97.5387033 27.8120298, -97.5392623 27.8121058, -97.5395949 27.8121153, -97.5420985 27.8121486, -97.542315 27.8121123, -97.5424541 27.8120737, -97.5426323 27.8120035, -97.5431461 27.8118117, -97.5432355 27.8117948, -97.5433249 27.8117968, -97.5434143 27.8118307, -97.5434857 27.811891, -97.5435324 27.8119609, -97.5435659 27.8120796, -97.5435645 27.8122197, -97.5435733 27.8136525)",,residential
"LINESTRING (-97.4778219 27.785581, -97.4778186 27.7854352, -97.4777769 27.7822653, -97.4777565 27.7813599, -97.4777594 27.780808, -97.4777558 27.7801422, -97.4776874 27.7766805, -97.4776072 27.7726196, -97.4776037 27.7724409, -97.4775441 27.7694252, -97.4775279 27.768607, -97.4774996 27.7671698, -97.4774562 27.7649761, -97.4774374 27.7640222)",,tertiary
"LINESTRING (-97.4194093 27.7397035, -97.4187924 27.7393759, -97.4187334 27.739281, -97.4194639 27.738108, -97.4202238 27.7368929, -97.4206015 27.7370904)",,residential
"LINESTRING (-97.420122 27.7363761, -97.4214368 27.7342879)",,residential
"LINESTRING (-97.4178764 27.7422481, -97.416958 27.7418227, -97.4183227 27.7396273)",,residential
"LINESTRING (-97.4030655 27.7923075, -97.4041975 27.792147, -97.4048616 27.792052, -97.4050151 27.7920303, -97.4053341 27.7919851, -97.4057528 27.7919195, -97.4064278 27.7918207, -97.407018 27.7917344, -97.4075457 27.7916572)",,residential
"LINESTRING (-97.4117522 27.7913077, -97.4120097 27.7913029, -97.4125891 27.7912934, -97.413206 27.7912839, -97.4135976 27.7912697)",,residential
"LINESTRING (-97.5982269 27.8381647, -97.5990358 27.8373982)",,residential
"LINESTRING (-97.5689475 27.8317269, -97.5705577 27.8317584)",,residential
"LINESTRING (-97.2887935 27.6468218, -97.2885048 27.6466769)",,residential
"LINESTRING (-97.3971135 27.8015088, -97.3974916 27.8011133)",,motorway_link
"LINESTRING (-97.3961492 27.7293194, -97.3943682 27.7284599, -97.3940678 27.728327, -97.3937352 27.7280516, -97.3932899 27.7278664, -97.3929949 27.7276432, -97.3910369 27.726684, -97.3908469 27.7266704)",,residential
"LINESTRING (-97.4146974 27.656162, -97.4147042 27.6565354, -97.4147135 27.6569123, -97.4147003 27.6571284, -97.414664 27.6573023, -97.4146424 27.6575273, -97.414634 27.6577172, -97.4146489 27.6578858, -97.4146679 27.6580355, -97.4146909 27.6582017, -97.4147063 27.658363, -97.4147258 27.6586162, -97.4147275 27.6587893, -97.4147196 27.6589606)",,residential
"LINESTRING (-97.3993117 27.7019613, -97.3995863 27.7017941)",,residential
"LINESTRING (-97.3948738 27.6760994, -97.3957181 27.674765)",,residential
"LINESTRING (-97.3653199 27.682645, -97.3660747 27.6829933)",,residential
"LINESTRING (-97.3964922 27.6845414, -97.3956772 27.6841301, -97.3948568 27.6837066)",,residential
"LINESTRING (-97.4510077 27.7452816, -97.4478718 27.7453102)",,residential
"LINESTRING (-97.2717199 27.6923616, -97.2717212 27.692106, -97.2717221 27.6919279, -97.2717231 27.6917304, -97.271724 27.691563, -97.2717254 27.69128, -97.2717078 27.6909776)",,unclassified
"LINESTRING (-97.4385783 27.7473656, -97.435398 27.7458327)",,residential
"LINESTRING (-97.3950468 27.7311524, -97.3952533 27.7308009, -97.3957039 27.7300459, -97.3961492 27.7293194, -97.3964013 27.7289728)",,residential
"LINESTRING (-97.2885511 27.6632156, -97.2893375 27.6619672, -97.2909136 27.659473, -97.2911528 27.6590555, -97.2916114 27.6583286, -97.291848 27.6579532, -97.2920601 27.6576043, -97.2925071 27.6568939)",,residential
"LINESTRING (-97.3904069 27.7078375, -97.3908333 27.7071661, -97.391235 27.7065056)",,residential
"LINESTRING (-97.4381002 27.7557158, -97.4392509 27.7556949)",,residential
"LINESTRING (-97.2332606 27.5868572, -97.2336908 27.5865581)",,residential
"LINESTRING (-97.4147048 27.6753245, -97.4147363 27.6751906, -97.4149358 27.6743427)",,residential
"LINESTRING (-97.4262426 27.7956314, -97.4273445 27.7959773, -97.4280956 27.7962218)",,residential
"LINESTRING (-97.4442 27.803705, -97.4443323 27.8033351)",,residential
