geometry_wkt,addr:street,highway
"LINESTRING (-97.388763 27.7968164, -97.3906674 27.7968551)",,footway
"LINESTRING (-97.3910073 27.7968367, -97.3910422 27.7968369)",,footway
"LINESTRING (-97.390958 27.7968365, -97.3910073 27.7968367)",,steps
"LINESTRING (-97.3909114 27.7968601, -97.3909118 27.7968363, -97.390958 27.7968365)",,footway
"LINESTRING (-97.3906674 27.7968551, -97.3909114 27.7968601, -97.3909359 27.7968606)",,footway
"LINESTRING (-97.3882567 27.7980384, -97.3883144 27.7979802)",,footway
"LINESTRING (-97.3883144 27.7979802, -97.3883838 27.7979037, -97.3883962 27.7978901, -97.38848 27.7978729)",,footway
"LINESTRING (-97.3881898 27.7981544, -97.3882355 27.7980751, -97.3882567 27.7980384)",,footway
"LINESTRING (-97.38883 27.7976979, -97.3888659 27.7976735, -97.3889257 27.7976329)",,footway
"LINESTRING (-97.3887597 27.7977459, -97.38883 27.7976979)",,footway
"LINESTRING (-97.3885752 27.797807, -97.3886443 27.7978349, -97.388672 27.7978136, -97.3887597 27.7977459)",,footway
"LINESTRING (-97.3886134 27.7979506, -97.3885853 27.7978497)",,footway
"LINESTRING (-97.3886593 27.7980826, -97.3886382 27.7980219, -97.3886134 27.7979506)",,footway
"LINESTRING (-97.3883005 27.7969552, -97.3883158 27.7970778, -97.3883526 27.797285, -97.3883955 27.7975057, -97.38848 27.7978729, -97.3885853 27.7978497, -97.3885752 27.797807, -97.3885028 27.7975021, -97.3884572 27.7972672, -97.3884214 27.7970633, -97.388404 27.7969256)",,footway
"LINESTRING (-97.3887331 27.7970221, -97.3884214 27.7970633, -97.3883158 27.7970778, -97.3880006 27.7971182)",,footway
"LINESTRING (-97.3880093 27.7968627, -97.3880589 27.7968588)",,footway
"LINESTRING (-97.388759 27.7967927, -97.3887507 27.7967317, -97.3887415 27.796664)",,footway
"LINESTRING (-97.3889519 27.7977447, -97.3889257 27.7976329, -97.3888743 27.7974132, -97.3888441 27.7972524, -97.388763 27.7968164, -97.388759 27.7967927)",,footway
"LINESTRING (-97.3886497 27.7967927, -97.3886954 27.7967927, -97.388759 27.7967927)",,footway
"LINESTRING (-97.3884992 27.7967927, -97.3886497 27.7967927)",,footway
"LINESTRING (-97.3880314 27.7967055, -97.387942 27.7967136)",,footway
"LINESTRING (-97.3878939 27.7968754, -97.387959 27.7968683, -97.3880093 27.7968627)",,footway
"LINESTRING (-97.3882272 27.7964255, -97.3882329 27.7965472)",,footway
"LINESTRING (-97.3886797 27.796656, -97.3884817 27.7966569)",,footway
"LINESTRING (-97.3886027 27.796346, -97.3884391 27.7963615)",,footway
"LINESTRING (-97.388714 27.7963472, -97.3886568 27.7963466, -97.3886027 27.796346)",,footway
"LINESTRING (-97.3881977 27.7956864, -97.3883037 27.7956852, -97.3883218 27.7962411, -97.3883922 27.7962927, -97.388392 27.7963266)",,footway
"LINESTRING (-97.3882272 27.7964255, -97.3879214 27.7964613)",,footway
"LINESTRING (-97.3881977 27.7956864, -97.3882272 27.7964255)",,footway
"LINESTRING (-97.3880159 27.7956698, -97.388092 27.7956706, -97.388136 27.795671, -97.3881977 27.7956864)",,footway
"LINESTRING (-97.3879362 27.795569, -97.3880159 27.7956698)",,footway
"LINESTRING (-97.3878494 27.7954687, -97.387898 27.7955286, -97.3879362 27.795569)",,footway
"LINESTRING (-97.3913827 27.7909696, -97.3913164 27.791161)",,service
"LINESTRING (-97.3917664 27.7913249, -97.391697 27.7915158)",,service
"LINESTRING (-97.3915432 27.7911385, -97.3915678 27.7912403, -97.3915753 27.7912713, -97.3917664 27.7913249)",,service
"LINESTRING (-97.3917664 27.7913249, -97.3919371 27.7913734, -97.3918656 27.7915704)",,service
"LINESTRING (-97.3903954 27.7906516, -97.3899686 27.7904052)",,service
"LINESTRING (-97.3893766 27.7917843, -97.3895531 27.7913961)",,service
"LINESTRING (-97.3899686 27.7904052, -97.3899136 27.790388, -97.3898587 27.7903892, -97.3898064 27.79041, -97.3897648 27.7904509, -97.3895033 27.7908097)",,service
"LINESTRING (-97.3896624 27.7914486, -97.389929 27.7910141, -97.3895033 27.7908097)",,service
"LINESTRING (-97.3895033 27.7908097, -97.3892367 27.7912441, -97.3895531 27.7913961, -97.3896624 27.7914486)",,service
"LINESTRING (-97.3884062 27.7940083, -97.3883464 27.7939743, -97.3882991 27.7939421)",,footway
"LINESTRING (-97.3888423 27.794115, -97.3887762 27.7940954, -97.3887288 27.7940813)",,footway
"LINESTRING (-97.3893097 27.7925578, -97.389292 27.7925532, -97.3892355 27.7925634, -97.3891432 27.792574, -97.3891094 27.7925659, -97.3891009 27.7925639, -97.3890848 27.7925899, -97.38906 27.7926297)",,footway
"LINESTRING (-97.3889762 27.7931286, -97.3890282 27.7931424, -97.3890924 27.7931594)",,footway
"LINESTRING (-97.3887241 27.7930598, -97.3889762 27.7931286)",,footway
"LINESTRING (-97.3888062 27.7936514, -97.3886448 27.7936204)",,footway
"LINESTRING (-97.3886448 27.7936204, -97.3885875 27.7936092, -97.3885218 27.7935968)",,footway
"LINESTRING (-97.388849 27.7935189, -97.38891 27.7935309, -97.3889734 27.7935432)",,footway
"LINESTRING (-97.3886806 27.7934861, -97.388849 27.7935189)",,footway
"LINESTRING (-97.3885574 27.793462, -97.3886228 27.7934757, -97.3886806 27.7934861)",,footway
"LINESTRING (-97.3889734 27.7935432, -97.3889565 27.7936125, -97.3889406 27.7936771, -97.3888744 27.7936644, -97.3888062 27.7936514)",,footway
"LINESTRING (-97.3886859 27.793987, -97.3886738 27.7940403, -97.3884062 27.7940083)",,footway
"LINESTRING (-97.3887288 27.7940813, -97.3886859 27.793987, -97.3887031 27.7939016)",,footway
"LINESTRING (-97.3885064 27.7926636, -97.3885 27.7927065, -97.3884977 27.7928259, -97.388506 27.7928864, -97.3885311 27.7929337, -97.3885953 27.793037, -97.3886157 27.7930859, -97.3886526 27.793199, -97.3886577 27.7932459, -97.388656 27.793322, -97.3886228 27.7934757, -97.3886052 27.7935389)",,service
"LINESTRING (-97.3886979 27.7945724, -97.3887264 27.7943779, -97.3887589 27.7941713, -97.3887762 27.7940954, -97.3888642 27.7937092)",,service
"LINESTRING (-97.3888642 27.7937092, -97.3888744 27.7936644, -97.3888895 27.7935984)",,residential
"LINESTRING (-97.3888895 27.7935984, -97.38891 27.7935309, -97.3889227 27.7934892)",,residential
"LINESTRING (-97.3889227 27.7934892, -97.3890282 27.7931424, -97.3890621 27.7930307, -97.3891347 27.7928303, -97.3892096 27.7926273, -97.3892355 27.7925634, -97.3892538 27.7925098, -97.3892543 27.7924725, -97.3892422 27.7924449, -97.3892239 27.7924236, -97.3891799 27.7923981, -97.3888236 27.7922647)",,service
"LINESTRING (-97.389038 27.7936296, -97.3889565 27.7936125, -97.3888895 27.7935984)",,service
"LINESTRING (-97.3908511 27.7940106, -97.389038 27.7936296)",,service
"LINESTRING (-97.3883534 27.7926602, -97.3884277 27.7926879, -97.3884391 27.7926985, -97.3884431 27.7927146, -97.3884337 27.7927875, -97.3884337 27.7928225, -97.3884398 27.792864, -97.3884472 27.792899, -97.3884606 27.7929352, -97.38848 27.7929815, -97.3885524 27.7930906, -97.3885679 27.793125, -97.3885793 27.7931695, -97.38859 27.7932354, -97.3885947 27.7932811, -97.3885913 27.7933338, -97.3885574 27.793462, -97.3885218 27.7935968, -97.3884887 27.7937218, -97.3884592 27.79379, -97.388427 27.7938363, -97.3883969 27.7938695, -97.388362 27.7938974, -97.388311 27.7939342, -97.3882991 27.7939421, -97.3881756 27.7940243, -97.3881421 27.7940552, -97.3881032 27.794105, -97.3880442 27.7942236, -97.388024 27.7942343, -97.3879932 27.7942367, -97.3879386 27.7942308)",,footway
"LINESTRING (-97.3879386 27.7942308, -97.3879982 27.7939088, -97.3880616 27.7936109, -97.3881409 27.7933161, -97.3882386 27.7929868, -97.3883534 27.7926602)",,footway
"LINESTRING (-97.3878977 27.7945089, -97.3879386 27.7942308)",,footway
"LINESTRING (-97.3881978 27.7940897, -97.3883507 27.7941119, -97.3886449 27.7941547, -97.3887589 27.7941713)",,service
"LINESTRING (-97.3880969 27.7942828, -97.3882222 27.7943017, -97.3886075 27.79436, -97.3887264 27.7943779)",,service
"LINESTRING (-97.3880704 27.7944823, -97.3881974 27.7944992, -97.3885776 27.7945557, -97.3886979 27.7945724)",,service
"LINESTRING (-97.3888895 27.7935984, -97.3886052 27.7935389)",,service
"LINESTRING (-97.3886052 27.7935389, -97.3885875 27.7936092, -97.3885489 27.7937366, -97.3885214 27.7937942, -97.3884999 27.793836, -97.3884658 27.7938784, -97.3883464 27.7939743, -97.3883085 27.793992, -97.3882479 27.7940401, -97.3881978 27.7940897, -97.3881174 27.7942178, -97.3880969 27.7942828, -97.388072 27.7943917, -97.3880643 27.7944573, -97.3880704 27.7944823)",,service
"LINESTRING (-97.3892096 27.7926273, -97.3890993 27.7925937, -97.3890848 27.7925899, -97.3886999 27.7924884, -97.3885834 27.7924447)",,service
"LINESTRING (-97.3890621 27.7930307, -97.3889507 27.7930018, -97.3886601 27.7929263, -97.388506 27.7928864)",,service
"LINESTRING (-97.3891347 27.7928303, -97.3890237 27.7928014, -97.3886415 27.7927002, -97.3885064 27.7926636)",,service
"LINESTRING (-97.3912901 27.7941585, -97.3912862 27.7941753, -97.3912661 27.7942625, -97.3912807 27.7942651, -97.3912968 27.7941952, -97.391312 27.7941979, -97.3912955 27.794269, -97.3913073 27.7942712, -97.3913236 27.7942005, -97.3913373 27.794203, -97.3913208 27.7942744, -97.3913568 27.7942809)",,footway
"LINESTRING (-97.3913348 27.7940447, -97.3913914 27.7940567)",,steps
"LINESTRING (-97.3913914 27.7940567, -97.3914143 27.7940616)",,footway
"LINESTRING (-97.3913574 27.7941723, -97.3913103 27.7941627)",,steps
"LINESTRING (-97.3913852 27.794178, -97.3913574 27.7941723)",,footway
"LINESTRING (-97.3882117 27.7954991, -97.3880911 27.7956388, -97.388092 27.7956706, -97.3881084 27.7962222, -97.3881099 27.7962701, -97.3879154 27.7963876)",,service
"LINESTRING (-97.3886548 27.7963186, -97.3884183 27.7962369, -97.3884177 27.7962187, -97.3884009 27.7956841, -97.3883775 27.7956517, -97.3882706 27.7955037)",,service
"LINESTRING (-97.3886572 27.7980154, -97.3886879 27.7978954, -97.3886846 27.7978784, -97.388672 27.7978136, -97.3885621 27.7972483, -97.3885578 27.7972263, -97.3887448 27.797093)",,service
"LINESTRING (-97.3880088 27.7971674, -97.3882574 27.797269, -97.3882607 27.7972854, -97.3883838 27.7979037, -97.3883855 27.7979124, -97.3883942 27.7979559, -97.3885447 27.7980538)",,service
"LINESTRING (-97.3879503 27.7968158, -97.387959 27.7968683, -97.3880006 27.7971182, -97.3880088 27.7971674, -97.38802 27.7972346, -97.3881568 27.7978408, -97.3882091 27.7980425, -97.3882355 27.7980751, -97.3882467 27.7980888, -97.388299 27.7981125, -97.3883878 27.7981073, -97.3885447 27.7980538, -97.3886382 27.7980219, -97.3886572 27.7980154, -97.3887596 27.7979805, -97.3888304 27.7979372, -97.3888783 27.7978693, -97.3888902 27.7977847, -97.3888659 27.7976735, -97.3887614 27.7971942, -97.3887448 27.797093, -97.3887331 27.7970221, -97.3886954 27.7967927, -97.3886852 27.7967304)",,service
"LINESTRING (-97.390951 27.7967037, -97.3906684 27.7966985, -97.3887415 27.796664, -97.388714 27.7963472, -97.3887073 27.7962701, -97.3886879 27.795865, -97.3886932 27.7955227, -97.3886041 27.7954592, -97.3879121 27.7954242, -97.3878494 27.7954687, -97.3878209 27.7954889, -97.3878215 27.7958543, -97.3878329 27.7962138, -97.3878879 27.7968413, -97.3878939 27.7968754, -97.3880026 27.7974897, -97.3881675 27.7981445, -97.3881898 27.7981544, -97.3882641 27.7981873, -97.3886593 27.7980826, -97.3887369 27.7980621)",,footway
"LINESTRING (-97.3924716 27.8071719, -97.3923733 27.8066861, -97.3921561 27.8056134, -97.3920416 27.8050502, -97.3920007 27.8048435, -97.39184 27.8040563, -97.3918214 27.8039715, -97.3917054 27.8033868, -97.3916931 27.8033163)",,footway
"LINESTRING (-97.393021 27.8099052, -97.3930114 27.8098572, -97.3929941 27.8097702, -97.3928996 27.8092884, -97.3928109 27.8088511, -97.3927714 27.8086528, -97.3926137 27.8078738, -97.3924716 27.8071719)",,footway
"LINESTRING (-97.425939 27.7702533, -97.4259049 27.7703264)",,path
"LINESTRING (-97.4259049 27.7703264, -97.4261047 27.7703869, -97.4261369 27.7704142, -97.4261517 27.7704403, -97.426161 27.7704807, -97.4261463 27.7705163, -97.4253966 27.7717539, -97.4253698 27.7717776, -97.4253403 27.7717836, -97.4253148 27.7717836, -97.4252853 27.7717812, -97.4251646 27.7717385, -97.4249688 27.7716697, -97.4249031 27.7716388)",,path
"LINESTRING (-97.4249031 27.7716388, -97.42471 27.7715391, -97.4246939 27.7715213, -97.4246939 27.771494, -97.4247006 27.771462, -97.4250171 27.7709577, -97.4250211 27.7709434, -97.4250211 27.7709292, -97.425005 27.77082, -97.4250064 27.770788, -97.4250144 27.7707619, -97.4253242 27.7702742, -97.4253537 27.7702386, -97.4253792 27.770216, -97.4254154 27.7701982, -97.4254489 27.7701947, -97.4254851 27.7701959, -97.4255938 27.7702291, -97.4257641 27.7702955, -97.4259049 27.7703264)",,path
"LINESTRING (-97.4249031 27.7716388, -97.4248873 27.7716703)",,path
"LINESTRING (-97.424953 27.7717017, -97.4249926 27.7716287, -97.4249229 27.771605, -97.4249031 27.7716388)",,path
"LINESTRING (-97.4257664 27.7720903, -97.424953 27.7717017, -97.4248873 27.7716703, -97.4244602 27.7714662, -97.4244052 27.7714507, -97.4240914 27.7712953, -97.424998 27.7698013)",,footway
"LINESTRING (-97.424998 27.7698013, -97.425939 27.7702533, -97.426673 27.7706059, -97.4257664 27.7720903)",,footway
"LINESTRING (-97.4217159 27.7660807, -97.4216318 27.7662174, -97.4215641 27.7663275, -97.4215266 27.7663884, -97.421448 27.7665162, -97.4213586 27.7666616, -97.4212869 27.7667781, -97.4212053 27.7669108, -97.4210979 27.7670853, -97.4210068 27.7672334, -97.4204757 27.7669771, -97.4204825 27.7667966, -97.4204788 27.766583, -97.4204799 27.7664359, -97.4204812 27.7662627, -97.4204825 27.7660989, -97.4204838 27.765928, -97.420599 27.7657321, -97.4206863 27.7655837)",,service
"LINESTRING (-97.4224019 27.7664118, -97.422305 27.7665499, -97.4216318 27.7662174)",,service
"LINESTRING (-97.422305 27.7665499, -97.4222541 27.7666234, -97.422187 27.7666424, -97.4217399 27.7664162)",,service
"LINESTRING (-97.422305 27.7665499, -97.4224177 27.7666116, -97.4218088 27.7676108, -97.4210068 27.7672334)",,service
"LINESTRING (-97.4204825 27.7660989, -97.420634 27.7661155, -97.4207118 27.7659945, -97.420811 27.7658402)",,service
"LINESTRING (-97.4216318 27.7662174, -97.420811 27.7658402, -97.420599 27.7657321)",,service
"LINESTRING (-97.4207118 27.7659945, -97.4215266 27.7663884)",,service
"LINESTRING (-97.421448 27.7665162, -97.420634 27.7661155)",,service
"LINESTRING (-97.4213586 27.7666616, -97.4204812 27.7662627)",,service
"LINESTRING (-97.4212869 27.7667781, -97.4204799 27.7664359)",,service
"LINESTRING (-97.4204788 27.766583, -97.4212053 27.7669108)",,service
"LINESTRING (-97.4210979 27.7670853, -97.4204825 27.7667966)",,service
"LINESTRING (-97.4204812 27.7662627, -97.4202173 27.7662532)",,service
"LINESTRING (-97.4204757 27.7669771, -97.420227 27.7669782)",,service
"LINESTRING (-97.4199629 27.7666746, -97.4198937 27.7666448, -97.419879 27.7666282, -97.4198696 27.766595, -97.4198696 27.7665724, -97.4198756 27.766548, -97.4199997 27.7663446)",,service
"LINESTRING (-97.423763 27.7647565, -97.4232264 27.7645242, -97.4227664 27.7652552, -97.4229957 27.7653537, -97.4230869 27.7653394, -97.4233237 27.7654347)",,service
"LINESTRING (-97.3932808 27.8101336, -97.3940349 27.8100049)",,footway
"LINESTRING (-97.3932702 27.8100855, -97.394026 27.8099584)",,footway
"LINESTRING (-97.4117166 27.7617612, -97.4115351 27.7616741)",,service
"LINESTRING (-97.4114802 27.7621468, -97.4112987 27.7620596, -97.4111001 27.7619642)",,service
"LINESTRING (-97.4110554 27.7624564, -97.4112369 27.7625435)",,service
"LINESTRING (-97.4117936 27.7612525, -97.4115351 27.7616741, -97.4112987 27.7620596, -97.4110554 27.7624564, -97.4108685 27.7627613)",,service
"LINESTRING (-97.4118752 27.7615026, -97.4121998 27.7616585)",,service
"LINESTRING (-97.41105 27.7628484, -97.4112369 27.7625435, -97.4114802 27.7621468, -97.4117166 27.7617612, -97.4118752 27.7615026, -97.4119736 27.7613421)",,service
"LINESTRING (-97.4115275 27.76342, -97.4110153 27.7631741)",,service
"LINESTRING (-97.4111024 27.763032, -97.4116146 27.7632779)",,service
"LINESTRING (-97.4114502 27.763546, -97.410938 27.7633001, -97.4110153 27.7631741, -97.4111024 27.763032, -97.4111774 27.7629096)",,service
"LINESTRING (-97.4106703 27.7626661, -97.4108685 27.7627613, -97.41105 27.7628484, -97.4111774 27.7629096, -97.4116896 27.7631555, -97.4116628 27.7631992, -97.4116146 27.7632779, -97.4115275 27.76342, -97.4114502 27.763546, -97.4113831 27.7636555)",,service
"LINESTRING (-97.2964058 27.6344514, -97.2961366 27.6343187)",,residential
"LINESTRING (-97.2939051 27.6349172, -97.2941979 27.6350631, -97.2953425 27.6356333, -97.2958133 27.6358679)",,residential
"LINESTRING (-97.296688 27.6340021, -97.2964058 27.6344514, -97.2961718 27.6348239, -97.2960833 27.6349356, -97.295984 27.6350164, -97.2956434 27.6352564, -97.295571 27.635311, -97.29552 27.6353799, -97.2953425 27.6356333, -97.2950855 27.6360001)",,residential
"LINESTRING (-97.4418359 27.7572368, -97.4418392 27.7573827)",,footway
"LINESTRING (-97.4415852 27.7575447, -97.4415609 27.7575477, -97.4415442 27.7575518, -97.441522 27.7575625, -97.4415053 27.7575768, -97.4414858 27.757591, -97.4414556 27.757594, -97.4414342 27.7575928)",,footway
"LINESTRING (-97.4420731 27.7574166, -97.4420236 27.7574165)",,footway
"LINESTRING (-97.4420723 27.7576493, -97.4419465 27.757649)",,footway
"LINESTRING (-97.4419532 27.7581405, -97.4419911 27.7581405, -97.4420035 27.7581387, -97.4420122 27.7581319, -97.4420226 27.7581221, -97.4420353 27.7581141, -97.4420521 27.7581129, -97.4420719 27.7581108, -97.4421215 27.7581108)",,footway
"LINESTRING (-97.4419763 27.7579844, -97.4419757 27.7581025, -97.4419911 27.7581405)",,footway
"LINESTRING (-97.4414624 27.7572431, -97.4414067 27.7573317, -97.4414074 27.7575346, -97.4414342 27.7575928, -97.4414094 27.7576592, -97.4414094 27.7580197)",,footway
"LINESTRING (-97.4413557 27.7580147, -97.4414094 27.7580197, -97.4416756 27.7580443, -97.4416836 27.7580432, -97.4417916 27.7580016, -97.4418124 27.7579957, -97.4418459 27.7579915, -97.4418835 27.7579826, -97.4419763 27.7579844, -97.4420752 27.7579862, -97.4420723 27.7576493, -97.4420731 27.7574166, -97.4420712 27.757264, -97.4420659 27.7572462, -97.4420531 27.7572332, -97.4418359 27.7572368, -97.4414624 27.7572431, -97.4414174 27.7572439)",,footway
"LINESTRING (-97.4416133 27.7590454, -97.4416468 27.7590139, -97.4416709 27.7589914, -97.4416796 27.7589605, -97.4416917 27.7588887, -97.4416997 27.7588662, -97.4417118 27.7588484, -97.4417211 27.7588425)",,footway
"LINESTRING (-97.4417679 27.7588, -97.4417487 27.7587772, -97.4417319 27.7587629, -97.4417158 27.758757, -97.441687 27.7587509)",,footway
"LINESTRING (-97.361542 27.6913946, -97.3618379 27.6915364, -97.3620329 27.6916298, -97.3623241 27.6917693)",,service
"LINESTRING (-97.4150784 27.7625766, -97.415116 27.762633)",,service
"LINESTRING (-97.3633926 27.6928543, -97.3631671 27.692844, -97.3631782 27.6926546, -97.3631889 27.692471)",,service
"LINESTRING (-97.3631889 27.692471, -97.3634147 27.6924813)",,service
"LINESTRING (-97.3631782 27.6926546, -97.3634038 27.6926649)",,service
"LINESTRING (-97.3631521 27.692246, -97.3631856 27.6921906, -97.363183 27.6919447)",,service
"LINESTRING (-97.3631889 27.692471, -97.3631519 27.6924411, -97.3631521 27.692246, -97.3629814 27.6921408, -97.3629748 27.6918397)",,service
"LINESTRING (-97.3619319 27.6917948, -97.3617918 27.692024)",,service
"LINESTRING (-97.3619641 27.6913299, -97.3618379 27.6915364, -97.361667 27.691816)",,service
"LINESTRING (-97.361667 27.691816, -97.3613711 27.6916742, -97.361542 27.6913946)",,service
"LINESTRING (-97.3622064 27.6919264, -97.3619319 27.6917948, -97.3620329 27.6916298, -97.3621568 27.6914271)",,service
"LINESTRING (-97.3306897 27.6903709, -97.3304987 27.6902128, -97.3303351 27.6899765, -97.33026 27.6897817, -97.3302724 27.6896088)",,service
"LINESTRING (-97.332721 27.6901242, -97.3326915 27.6898847)",,service
"LINESTRING (-97.3321778 27.6898874, -97.3322539 27.6897147)",,service
"LINESTRING (-97.3322279 27.6899065, -97.3320168 27.6902496)",,service
"LINESTRING (-97.3315479 27.6901857, -97.331777 27.6902848, -97.3320068 27.6898683)",,service
"LINESTRING (-97.3327098 27.6908029, -97.3324562 27.6912116)",,service
"LINESTRING (-97.3328908 27.691107, -97.3329938 27.690941)",,service
"LINESTRING (-97.3328908 27.691107, -97.3328002 27.691253, -97.3332489 27.6914712)",,service
"LINESTRING (-97.3331889 27.6915679, -97.3332489 27.6914712, -97.3333394 27.6913253, -97.3328908 27.691107)",,service
"LINESTRING (-97.3335162 27.6911402, -97.3334424 27.6911592, -97.3329938 27.690941, -97.3327098 27.6908029, -97.3325482 27.6907243)",,service
"LINESTRING (-97.3325482 27.6907243, -97.3322946 27.691133, -97.3324562 27.6912116, -97.3331889 27.6915679, -97.3333955 27.6916684, -97.333546 27.6914258, -97.3333394 27.6913253, -97.3334424 27.6911592)",,service
"LINESTRING (-97.3339399 27.690423, -97.3338226 27.6906218, -97.3335162 27.6911402, -97.3340405 27.6913895)",,service
"LINESTRING (-97.3317778 27.6897691, -97.3320068 27.6898683, -97.3320349 27.6898805, -97.3321778 27.6898874, -97.3322279 27.6899065, -97.3326391 27.6900632, -97.332721 27.6901242, -97.3338226 27.6906218, -97.3343235 27.6908481, -97.3343345 27.6908529, -97.3347229 27.6910221, -97.334753 27.6910944, -97.3345766 27.6914183, -97.3342281 27.691264, -97.334137 27.6912201, -97.3340405 27.6913895)",,service
"LINESTRING (-97.3304377 27.6891871, -97.3304832 27.6892047, -97.3311234 27.6894855, -97.3312123 27.6895245)",,service
"LINESTRING (-97.3302724 27.6896088, -97.330301 27.689554, -97.3304832 27.6892047)",,service
"LINESTRING (-97.3312123 27.6895245, -97.3317778 27.6897691, -97.3315479 27.6901857, -97.3309726 27.6899369)",,service
"LINESTRING (-97.3309726 27.6899369, -97.3307795 27.6898464, -97.3302724 27.6896088)",,service
"LINESTRING (-97.3302724 27.6896088, -97.3302287 27.6894453, -97.3303631 27.6891978, -97.3304377 27.6891871)",,service
"LINESTRING (-97.3313218 27.689337, -97.3312123 27.6895245, -97.3309726 27.6899369, -97.3307696 27.6902852, -97.3306897 27.6903709, -97.3305516 27.6905189)",,service
"LINESTRING (-97.3980566 27.8102578, -97.3980738 27.8108225)",,service
"LINESTRING (-97.397891 27.8108225, -97.397882 27.8102608)",,service
"LINESTRING (-97.397707 27.8102615, -97.3977141 27.8108224)",,service
"LINESTRING (-97.3975235 27.8108248, -97.3975043 27.8102631)",,service
"LINESTRING (-97.3973288 27.810267, -97.3973392 27.8108282)",,service
"LINESTRING (-97.397262 27.81109, -97.3972619 27.8112672, -97.3972628 27.8112877, -97.3972637 27.8113113, -97.3972725 27.811341, -97.397292 27.8113708, -97.3973256 27.8113989, -97.3973593 27.811413, -97.3973858 27.8114177, -97.3976017 27.8114209, -97.3976388 27.8114177, -97.397676 27.8114052, -97.3976972 27.8113896, -97.3977132 27.8113692, -97.3977202 27.8113395, -97.3977239 27.811306, -97.3977232 27.811281, -97.3977193 27.811089, -97.3977179 27.8110215, -97.3977177 27.8110136, -97.3977141 27.8108224)",,service
"LINESTRING (-97.3980738 27.8108225, -97.397891 27.8108225, -97.3977141 27.8108224, -97.3975235 27.8108248, -97.3973392 27.8108282, -97.3971593 27.8108291, -97.3970903 27.8108294, -97.3970323 27.8108085, -97.3969775 27.8107734, -97.3969632 27.8107252, -97.3969602 27.8107061, -97.3969523 27.8103012, -97.3969929 27.810265, -97.3971394 27.8102645, -97.3973288 27.810267, -97.3975043 27.8102631, -97.397707 27.8102615, -97.397882 27.8102608, -97.3980566 27.8102578, -97.3982168 27.8102548, -97.3982455 27.8102605, -97.3982534 27.8102905, -97.3982617 27.8107917, -97.3982343 27.8108179, -97.3980738 27.8108225)",,service
"LINESTRING (-97.3964753 27.8107758, -97.3964509 27.8107498, -97.3964341 27.8107259, -97.3964226 27.8107083, -97.3964135 27.8106878, -97.3964044 27.8106625, -97.3963953 27.8106268, -97.3963853 27.8105731, -97.396339 27.8101718, -97.3963308 27.8100873, -97.3963329 27.8100207, -97.3963451 27.8099477, -97.3966252 27.8092152)",,residential
"LINESTRING (-97.4007979 27.8091178, -97.4007955 27.8088309)",,service
"LINESTRING (-97.4006081 27.8095225, -97.4006211 27.8107873)",,service
"LINESTRING (-97.4013613 27.8095164, -97.4013743 27.8107812, -97.401187 27.8107827, -97.4009881 27.8107843, -97.4008114 27.8107857, -97.4006211 27.8107873)",,service
"LINESTRING (-97.4008114 27.8107857, -97.4008011 27.8095209, -97.4007979 27.8091178)",,service
"LINESTRING (-97.400971 27.8091164, -97.4009752 27.8095195, -97.4009881 27.8107843)",,service
"LINESTRING (-97.401187 27.8107827, -97.401174 27.8095179, -97.4011699 27.8091148)",,service
"LINESTRING (-97.4011699 27.8091148, -97.400971 27.8091164, -97.4007979 27.8091178, -97.400604 27.8091194, -97.4006081 27.8095225)",,service
"LINESTRING (-97.4004366 27.8095239, -97.4006081 27.8095225, -97.4008011 27.8095209, -97.4009752 27.8095195, -97.401174 27.8095179, -97.4013613 27.8095164)",,service
"LINESTRING (-97.4004238 27.8088365, -97.4004291 27.8091187, -97.4004366 27.8095239, -97.4004507 27.8102848)",,service
"LINESTRING (-97.4028006 27.8076075, -97.4007794 27.8076296)",,service
"LINESTRING (-97.4028028 27.8077748, -97.4007817 27.8077956, -97.399693 27.8078068)",,service
"LINESTRING (-97.3992289 27.8079788, -97.4007839 27.8079629, -97.402805 27.8079421)",,service
"LINESTRING (-97.4028071 27.8081022, -97.4007861 27.8081229, -97.399231 27.8081389, -97.3989703 27.8081751)",,service
"LINESTRING (-97.3992333 27.8083158, -97.4007884 27.8082998, -97.4028094 27.808279)",,service
"LINESTRING (-97.4028114 27.8084319, -97.4007905 27.8084527, -97.3992353 27.8084687)",,service
"LINESTRING (-97.4028137 27.8086005, -97.4007928 27.8086224)",,service
"LINESTRING (-97.4007928 27.8086224, -97.4007905 27.8084527, -97.4007884 27.8082998, -97.4007861 27.8081229, -97.4007839 27.8079629, -97.4007817 27.8077956, -97.4007794 27.8076296)",,service
"LINESTRING (-97.4028163 27.8088003, -97.4028137 27.8086005, -97.4028114 27.8084319, -97.4028094 27.808279, -97.4028071 27.8081022, -97.402805 27.8079421, -97.4028028 27.8077748, -97.4028006 27.8076075, -97.4027983 27.8074368, -97.4019045 27.807446, -97.4007794 27.8076296, -97.399693 27.8078068, -97.3992276 27.8078827, -97.3992289 27.8079788, -97.399231 27.8081389, -97.3992333 27.8083158, -97.3992353 27.8084687, -97.3992376 27.8086384, -97.4007928 27.8086224, -97.4007955 27.8088309)",,service
"LINESTRING (-97.3976556 27.8080147, -97.397713 27.8082095)",,service
"LINESTRING (-97.3985356 27.8081507, -97.3984957 27.8078676)",,service
